id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,label_name
46018,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Women Green Kurta,Topwear
26434,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Spice Art Women Red Handbag,Accessories
39374,Women,Accessories,Watches,Watches,Green,Winter,2016.0,Casual,Helix Women Green Dial Watch,Accessories
21890,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,BIBA Women Printed Pink Kurta,Topwear
19040,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Heels,Shoes
57215,Women,Apparel,Bottomwear,Shorts,Beige,Fall,2012.0,Casual,Kraus Jeans Women Beige Shorts,Bottomwear
16637,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2016.0,Casual,Facit Men Smart Navy Blue Tshirt,Topwear
56827,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans,Bottomwear
34599,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress,Dress
17928,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Nike Men Casual Black Track Pant,Bottomwear
4933,Women,Apparel,Dress,Dresses,Peach,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Peach White Kidswear,Dress
59264,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Women White Watch,Accessories
41788,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Remanika Women Black Top,Topwear
58560,Women,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2012.0,Casual,Puma Women Navy Blue Jeans,Bottomwear
15117,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Arrow Men Solid Grey Trousers,Bottomwear
6399,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Lotto Men Rebel Black Grey Floater,Shoes
2220,Men,Footwear,Sandal,Sandals,Black,Fall,2010.0,Sports,Puma Men Carbon Black Sandal,Shoes
13310,Women,Apparel,Dress,Dresses,White,Fall,2011.0,Casual,Gini and Jony Kids Girls Solid White Dresses,Dress
45212,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Watch A667,Accessories
34654,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Fila Men Cerchi Lite Grey Sports Shoes,Shoes
25479,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Air Max White Sports Shoes,Shoes
10565,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Heritage Black Polo Tshirts,Topwear
16019,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Turtle Check Men Grey Trouser,Bottomwear
25637,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Women Silver Casual Watch,Accessories
5623,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2011.0,Casual,Nike Men's Splash Thong Black Red Flip Flop,Shoes
27668,Women,Accessories,Bags,Handbags,White,Winter,2015.0,Casual,Murcia Women White Handbag,Accessories
41563,Women,Apparel,Dress,Dresses,Grey,Summer,2012.0,Casual,AND Women Grey Dress,Dress
42888,Women,Accessories,Bags,Handbags,Off White,Summer,2012.0,Casual,French Connection Off-White Tote Bag,Accessories
46269,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,109F Women Blue Top,Topwear
16826,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Little Miss Women Printed Green Tshirt,Topwear
5683,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Triumphant Black Shoe,Shoes
11233,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Flying Machine Women Low Rise Black Jeans,Bottomwear
33483,Women,Accessories,Belts,Belts,Navy Blue,Summer,2012.0,Casual,Baggit Women Capri Dum Navy Blue Belt,Accessories
44912,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,Puma Men Black Track Pants,Bottomwear
16512,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,Bottomwear
33462,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Baggit Women Getz Taj Brown Belt,Accessories
32514,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2013.0,Casual,Franco Leone Men Black Flip Flops,Shoes
18169,Girls,Apparel,Dress,Dresses,Pink,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Pink Dress,Dress
7134,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Casual,Urban Yoga Men Bottom Navy Yoga Pants,Bottomwear
21434,Women,Apparel,Bottomwear,Shorts,Blue,Winter,2012.0,Casual,roxy Women Beach Brights Blue Short,Bottomwear
15022,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,ADIDAS Men Solid Grey Track Pants,Bottomwear
8845,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2011.0,Casual,Scullers Men Scul Grey Trousers,Bottomwear
6525,Women,Apparel,Bottomwear,Shorts,Yellow,Summer,2011.0,Sports,Nike Women's Tempo yellow Short,Bottomwear
41570,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,AND Women Pink Dress,Dress
58932,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Ivory Tag Women Beige Furry Foldover Sling Bag,Accessories
25461,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Dart 9 MSL Grey Sports Shoes,Shoes
2741,Girls,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Disney Kids Girl's Pink Kidswear,Topwear
43246,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans,Bottomwear
53129,Women,Footwear,Shoes,Flats,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Toned Flats,Shoes
9148,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Blue Jeans,Bottomwear
18400,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Skechers Men Fusion Grey Shoe,Shoes
39808,Men,Apparel,Bottomwear,Trousers,Khaki,Spring,2013.0,Formal,Peter England Men Khaki Trousers,Bottomwear
37857,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Hidekraft Women Blue Handbag,Accessories
21454,Women,Apparel,Topwear,Tshirts,Black,Winter,2012.0,Casual,Roxy Women Black T-shirt,Topwear
37304,Men,Accessories,Watches,Watches,Brown,Summer,2017.0,Casual,Casio Youth Series Men Analog-Digital Watch AW-80V-5BVDFAD125,Accessories
27602,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Scullers Men Black Trousers,Bottomwear
9200,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men SL Tech LO SF Black Casual Shoes,Shoes
10238,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Men Axis Day Steel Watches,Accessories
20237,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Women Printed Blue T-shirt,Topwear
53686,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Kiara Women Purple & Yellow Handbag,Accessories
12098,Women,Apparel,Topwear,Kurtas,Beige,Fall,2011.0,Ethnic,W Women Printed Beige Kurtas,Topwear
17747,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Track Cat Black Casual Shoe,Shoes
18543,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women  Black Heels,Shoes
15903,Unisex,Footwear,Shoes,Casual Shoes,White,Winter,2013.0,Casual,Warner Bros Kids Unisex TJ Stud Sandal White Casual Shoes,Shoes
42264,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans,Bottomwear
33259,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Gini & Jony Boys Blue Shorts,Bottomwear
40221,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Provogue Men Black Leather Belt,Accessories
25033,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2011.0,Sports,Nike Men Grey Track Pant,Bottomwear
12326,Men,Apparel,Topwear,Shirts,Black,Winter,2011.0,Formal,Genesis Black Striped Formal Shirt,Topwear
11362,Women,Apparel,Topwear,Tops,Beige,Fall,2011.0,Casual,United Colors of Benetton Women  Printed Beige Top,Topwear
15686,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011.0,Casual,Highlander Men Classic Chinos Khaki Trousers,Bottomwear
29753,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch FS4249,Accessories
59896,Women,Apparel,Dress,Dresses,Multi,Fall,2012.0,Casual,Femella Women Multi Coloured Dress,Dress
58447,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch JR1265,Accessories
40517,Men,Accessories,Watches,Watches,Cream,Winter,2016.0,Casual,Titan Men Cream Dial Watch,Accessories
48474,Women,Apparel,Dress,Dresses,Black,Winter,2011.0,Casual,French Connection Women Black Dress,Dress
7906,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Men Black & Navy Striped Polo T-shirt,Topwear
8249,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Converse Unisex Chuck Logo Print Black Canvas,Shoes
14009,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Nike Men Printed Black Tshirts,Topwear
33709,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2012.0,Formal,Cobblerz Men Brown Semi-formal Shoes,Shoes
37506,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Esprit Women White Watch,Accessories
13335,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Gini and Jony Kids Girls Printed Pink Tops,Topwear
33199,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Sepia Women Printed Red Dress,Dress
17823,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men  Court Majestic White Casual Shoe,Shoes
37055,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Belt,Accessories
46539,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Smart Casual,Timex Men Black Dial Watch,Accessories
39232,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Femella Women Blue Polka Bow Dress Dress,Dress
22697,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Nike Men Zoom Atlas+ Silver Sports Shoes,Shoes
58439,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,AND by Anita Dongre Women Black Dress,Dress
8776,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Check Me Out Green Shirts,Topwear
37378,Boys,Apparel,Topwear,Tshirts,Blue,Winter,2013.0,Casual,U.S. Polo Assn. Boys Blue Polo T-shirt,Topwear
17939,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Sports,Puma Men Solid White  Logo 3/4 Pants,Bottomwear
40404,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Tonga Women Red & Cream-Coloured Top,Topwear
47370,Women,Accessories,Wallets,Wallets,Navy Blue,Summer,2012.0,Casual,Baggit Women Navy Blue Square Dum Wallet,Accessories
26631,Women,Footwear,Shoes,Casual Shoes,Black,Spring,2014.0,Casual,Puma Women Winning Diva Ballerina Black Casual Shoes,Shoes
38846,Women,Apparel,Dress,Dresses,Brown,Summer,2012.0,Casual,Latin Quarters Women Brown Printed Dress,Dress
10510,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Women RN HS Grey Tshirts,Topwear
32399,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Arrow Woman Printed White & Green Top,Topwear
30780,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Men Striped Blue Striped Kurta,Topwear
8925,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Puma Men High Shine Black Belt,Accessories
12213,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Basics Men Grey New Improved Fit Trousers,Bottomwear
53911,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Kiara Women Brown Handbag,Accessories
7321,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Brown Shoe,Shoes
8104,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women New Analog White Black Watch,Accessories
16028,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Check Red Shirt,Topwear
7501,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Sports,Nike Women's Smash Purple T-shirt,Topwear
27019,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Light Blue Jeans,Bottomwear
17121,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Golden Chain Black Handbag,Accessories
7219,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Rockport Men's Mubleno Black Shoe,Shoes
15122,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Formal,Arrow Men  Autoflex Brown Trousers,Bottomwear
24678,Women,Accessories,Belts,Belts,Black,Winter,2016.0,Casual,Fastrack Women Leatherette Black Belt,Accessories
19745,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,ADIDAS Originals Men Red Polo T-shirt,Topwear
4775,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,ADIDAS Women 3S Black Track Pants,Bottomwear
15055,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Formal,Franco Leone Men Brown Formal Shoe,Shoes
2389,Men,Footwear,Shoes,Casual Shoes,White,Winter,2018.0,Casual,Red Tape Men Casual White Shoe,Shoes
32315,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Q&Q Women Pink Dial Watch,Accessories
24194,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Deni Yo Men Slim Fit Black Jeans,Bottomwear
41456,Men,Footwear,Sandal,Sandals,Beige,Summer,2012.0,Casual,Lee Cooper Men Beige Sandals,Shoes
30090,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Ed Hardy Men Silver Dial Watch,Accessories
21753,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Kiara Women Classic Brown Handbag,Accessories
15632,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Women AS Regular DF Cotton Black Track Pants,Bottomwear
18897,Women,Apparel,Dress,Dresses,Green,Fall,2011.0,Casual,Arrow Woman Solid Green Dress,Dress
51905,Women,Accessories,Bags,Handbags,Purple,Summer,2016.0,Casual,Nyk Women Blue Pacifier Handbag,Accessories
20637,Women,Apparel,Dress,Dresses,Grey,Fall,2011.0,Casual,AND Women Solid Grey and Black Dress,Dress
33536,Women,Footwear,Shoes,Heels,Brown,Summer,2016.0,Casual,Cobblerz Women Brown & Beige Pumps,Shoes
12754,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Ep Jeans Blue Jeans,Bottomwear
58489,Women,Apparel,Dress,Dresses,Beige,Summer,2012.0,Casual,Tonga Women Beige Dress,Dress
47732,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Murcia Women Brown Handbag,Accessories
5874,Women,Accessories,Bags,Handbags,Black,Summer,2011.0,Casual,Puma Womens Thrill Black handbag,Accessories
21385,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Casual,Manchester United Men Solid Navy Blue Track Pants,Bottomwear
22035,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,Vishudh Women Self Printed Cream Kurta,Topwear
27232,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Doodle Kids Girl Check Pink Shorts,Bottomwear
6040,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Men's Applique Grey T-shirt,Topwear
8737,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Checks Shirt Purple Shirts,Topwear
17433,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO Sheen Women White Dial Chronograph Watch (SH100) SHN-3008D-7ADR,Accessories
7180,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Jealous 21 Women Zipped Ankle Shimmer Blue Jeans,Bottomwear
21963,Women,Accessories,Bags,Handbags,Beige,Winter,2015.0,Casual,Murcia Women Casual Beige Handbag,Accessories
36767,Men,Accessories,Watches,Watches,Green,Winter,2016.0,Casual,Maxima Men Green Dial Watch,Accessories
18819,Men,Accessories,Wallets,Wallets,Black,Fall,2011.0,Formal,Peter England Men Statements Black Wallet,Accessories
42908,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,French Connection Women Black Belt,Accessories
41691,Women,Footwear,Shoes,Heels,Grey,Winter,2012.0,Casual,Catwalk Women Grey Heels,Shoes
17948,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,Puma Men South Africa  Grey Track Pant,Bottomwear
11630,Women,Apparel,Topwear,Kurtas,Purple,Summer,2011.0,Ethnic,W Women Printed Purple Kurtas,Topwear
2707,Girls,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Disney Kids Girl's Dress Pink Pooh Kidswear,Dress
50761,Men,Footwear,Sandal,Sandals,Brown,Winter,2018.0,Casual,Red Chief Men Brown Sandals,Shoes
34063,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Gini and Jony Girls Printed Pink Dress,Dress
42918,Women,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,French Connection Women Black Wallet,Accessories
47162,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Peter England Men Brown Belt,Accessories
6460,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Lotto Men's Leisure Brown Shoe,Shoes
24144,Men,Apparel,Topwear,Tshirts,Blue,Spring,2012.0,Casual,ADIDAS Men Blue Printed T-shirt,Topwear
14449,Women,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Enroute Women Casual  Coral Red Casual Shoes,Shoes
24610,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men White Shirt,Topwear
49562,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Spice Art Women Grey & Black Handbag,Accessories
47219,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Black Formal Shoes,Shoes
25334,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Casio Sheen Women Silver Analogue Watches (SH111) SHN-4015D-7ADR,Accessories
3250,Women,Footwear,Shoes,Casual Shoes,Red,Fall,2010.0,Casual,Puma Women Sneakerina Red Shoe,Shoes
7133,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Urban Yoga Men Bottom Grey Yoga Pants,Bottomwear
44847,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red Ducati Graphic T-shirt,Topwear
58173,Women,Accessories,Bags,Handbags,Brown,Fall,2012.0,Casual,Rocky S Women Brown Handbag,Accessories
54506,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Lino Perros Women Pink Handbag,Accessories
25611,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fastrack Women Blue Dial Watch,Accessories
49488,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Black Helliotrope Shoes,Shoes
8258,Men,Footwear,Shoes,Sports Shoes,Orange,Summer,2011.0,Sports,Puma Men's Calibre Convertible Orange Shoe,Shoes
7216,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men's Evander Brown Shoe,Shoes
36503,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Folklore Women Green Kurta,Topwear
13113,Men,Apparel,Bottomwear,Shorts,Khaki,Fall,2011.0,Casual,ADIDAS Men HT Khakhi Short,Bottomwear
31698,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Folklore Women Printed Pink Kurta,Topwear
26810,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2013.0,Formal,Arrow Men Grey Flat Front Trousers,Bottomwear
45265,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO G-Shock Men Black Digital Watch G-7900-1DR G260,Accessories
35575,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2013.0,Casual,Gliders Men Green Esquire Flip Flops,Shoes
27195,Women,Apparel,Dress,Dresses,Off White,Summer,2012.0,Casual,Doodle Kids Girl Printed Off White Dress,Dress
8854,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Mark Taylor Men Blue Striped Shirt,Topwear
27766,Men,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Bulchee Ufficio Men Brown Wallet,Accessories
48079,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,French Connection Men Green T-shirt,Topwear
51495,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans,Bottomwear
33114,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Sandals,Shoes
38317,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Puma Men Black Big Cat Wallet,Accessories
48472,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,French Connection Black Dress,Dress
9309,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Indian Terrain Men Rico Navy Blue T-shirt,Topwear
39220,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Femella Women Black Dress,Dress
12691,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Nike Men Dual Fusion Grey Sports Shoes,Shoes
11861,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2012.0,Casual,Playboy Men Casual Brown Slippers,Shoes
28472,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Urban Yoga Women Printed Purple Top,Topwear
37088,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Lino Perros Women Beige Handbag,Accessories
10207,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Hths Brown Handbags,Accessories
25247,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Leatherette Brown Handbag,Accessories
2509,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2010.0,Casual,Numero Uno Men's Casual Grey Shoes,Shoes
57050,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Elle Color Clash Purple Dress,Dress
33209,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Sepia Women Printed White Dress,Dress
27196,Girls,Apparel,Dress,Dresses,Yellow,Summer,2012.0,Casual,Doodle Girls Yellow Dress,Dress
36750,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Little Miss Girls Chatterbox Navy Blue Dress,Dress
25274,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Lino Perros Women Sequins Red Handbag,Accessories
30349,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Diet Off White T-shirt,Topwear
3240,Men,Footwear,Shoes,Sports Shoes,Red,Fall,2010.0,Sports,Puma Men's Ducati Red Shoe,Shoes
11414,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Shirt,Topwear
41702,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Catwalk Women Brown Wedges,Shoes
43548,Men,Footwear,Sandal,Sandals,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Sandals,Shoes
10243,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Emma Red Handbags,Accessories
14972,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Formal,New Hide Men Solid Black Belts,Accessories
11947,Men,Footwear,Sandal,Sandals,Olive,Summer,2012.0,Casual,Ganuchi Men Casual Olive Sandals,Shoes
29582,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Puma Women Black Grace Flats,Shoes
43872,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Blue Driving Power Lo Shoes,Shoes
28142,Men,Apparel,Bottomwear,Shorts,Grey Melange,Summer,2016.0,Casual,Jockey 24 x 7 Men Grey Melange Lounge Shorts 9426,Bottomwear
57510,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Provogue Men Black Casual Shoes,Shoes
39103,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,Reid & Taylor Men Grey Trouser,Bottomwear
28931,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Mr. Men Printed Purple T-shirt,Topwear
46910,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Black Jeans,Bottomwear
34062,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Gini and Jony Girls Printed Pink Dress,Dress
30605,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Casual,Nike Men Classic Jersey Grey Track Pants,Bottomwear
39209,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Black Formal Shoes,Shoes
44289,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Formal,Indian Terrain Men Beige Trousers,Bottomwear
34586,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress,Dress
59987,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black Dress,Dress
56798,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Horsefly Men Blue Jeans,Bottomwear
47030,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012.0,Ethnic,Shree Women Blue Printed Kurta,Topwear
5456,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2011.0,Sports,Nike Men's Basic Woven Med Blue Short,Bottomwear
22935,Women,Accessories,Watches,Watches,Red,Winter,2016.0,Casual,Fastrack Women Red Casual Watch,Accessories
42717,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals,Shoes
25289,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Lino Perros Women Leatherette Black Sling Bag,Accessories
8063,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men's Formal Leather Black Shoe,Shoes
15073,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Ganuchi Men Black Sandal,Shoes
53872,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Women Speeder Ind White Sports Shoes,Shoes
5768,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Jealous 21 Women Dark Blue Jeggning,Bottomwear
22069,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Vishudh Women Printed Red Kurtas,Topwear
38762,Women,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Nike Women Ballista II White Sports Shoes,Shoes
